"id","term","category","weight"
"1601","processes","A","0.01989056881774855"
"1602","arrived","A","-0.025690250004169198"
"1603","conclusion","A","-0.10224209440074691"
"1604","responsible","A","0.1093507388085546"
"1605","assist","A","-0.0683597819171581"
"1606","adulthood","A","0.001953413874873195"
"1607","hopeful","A","-0.004761787347414695"
"1608","individual","A","0.012281939216663833"
"1609","meridian","A","0.004296623199518374"
"1610","insurance","A","0.02643354623472452"
"1611","corporation","A","-0.01443944300611986"
"1612","sustaining","A","-0.004168059723260708"
"1613","supporters","A","0.006335161394246873"
"1614","packet","A","-0.0009132449630368755"
"1615","application","A","-0.005498452970913536"
"1616","various","A","-0.018335349382523725"
"1617","supporting","A","0.024214118156849474"
"1618","obviously","A","-0.01371795929094142"
"1619","single","A","0.0018323549007321993"
"1620","overview","A","-0.017490587154438634"
"1621","scope","A","0.007656746152430691"
"1622","discuss","A","-0.11394534154572984"
"1623","interest","A","0.015342765085771396"
"1624","joining","A","0.02175490624586933"
"1625","fellow","A","-0.0353590688243996"
"1626","citizens","A","-0.021510162234833347"
"1627","commission","A","-0.01045392066538841"
"1628","january","A","-0.033224744799313546"
"1629","5","A","0.032557123377822586"
"1630","supporter","A","-0.006463323038690381"
"1631","originally","A","0.009985474008796338"
"1632","founded","A","-0.028615765520232123"
"1633","government","A","-0.08961671268940437"
"1634","re-organized","A","-0.0025252302525388564"
"1635","county-wide","A","-0.0025252302525388564"
"1636","coordinating","A","-0.0025252302525388564"
"1637","convening","A","-0.0003574580327191152"
"1638","purpose","A","-0.042256566871828424"
"1639","collaboration","A","0.0005506139378823249"
"1640","systems","A","-0.007046430790550029"
"1641","community's","A","-0.0008816368250561321"
"1642","bill","A","0.06872437668357873"
"1643","behind-the-scenes","A","-0.004052191029677905"
"1644","out-front","A","-0.004052191029677905"
"1645","bus","A","0.0026935692877355926"
"1646","pass","A","-0.008367529856437197"
"1647","councils","A","-0.0012349426697261467"
"1648","line","A","-0.06464069069420916"
"1649","thoughts","A","-0.03481558179540382"
"1650","differently","A","0.007439971912705562"
"1651","quality","A","0.00860249089840246"
"1652","formation","A","-0.0008852485360354748"
"1653","pilot","A","-0.022067692989125746"
"1654","directed","A","-0.0002808341688285356"
"1655","expelled","A","0.007529694204320409"
"1656","students","A","-0.04580153866340431"
"1657","mccoy's","A","0.00629833392348257"
"1658","mobilize","A","0.00629833392348257"
"1659","pressing","A","0.04134739185689853"
"1660","issue","A","-0.06990037355698057"
"1661","actively","A","0.025551946415918105"
"1662","represented","A","0.01199157488858283"
"1663","collaborations","A","0.011629606706988087"
"1664","voice","A","0.06036704680318106"
"1665","speak","A","0.05204029982897994"
"1666","inclusion","A","0.011629606706988087"
"1667","decision-making","A","0.011629606706988087"
"1668","concrete","A","-0.056775196661152244"
"1669","example","A","-0.2126444028640925"
"1670","joint","A","-0.0036904661501504007"
"1671","northwest","A","-0.010924831740599146"
"1672","junior","A","-0.012050273306863821"
"1673","league","A","-0.0018638610625499109"
"1674","partnerships","A","-0.034702546953858895"
"1675","fort","A","-0.07047482021620052"
"1676","wayne","A","-0.004477706151167797"
"1677","build","A","0.07064356176563863"
"1678","mobilizing","A","0.004750399658652374"
"1679","assets","A","-0.07587942760978417"
"1680","partners","A","0.02616238193389891"
"1681","october","A","-0.24560886058775794"
"1682","re-organization","A","0.0021677722198197454"
"1683","unique","A","0.006668205779066842"
"1684","niche","A","0.0021677722198197454"
"1685","within","A","-0.14535648616032487"
"1686","refraining","A","0.0021677722198197454"
"1687","direct","A","-0.060731951278891756"
"1688","focusing","A","-0.0005508782720193083"
"1689","groups","A","-0.07080590991117883"
"1690","collaborative","A","0.0044674628394277775"
"1691","reorganized","A","-0.007025833779552071"
"1692","separate","A","-0.03133508956251521"
"1693","county's","A","-0.011086618704881592"
"1694","invites","A","-0.011419243221610954"
"1695","__","A","0.0037923295648757496"
"1696","10,000","A","0.07665914457458348"
"1697","00","A","-0.011419243221610954"
"1698","co-ordination","A","0.0034618126483164247"
"1699","empowerment","A","0.0034618126483164247"
"1700","promotion","A","-0.018014361736213003"
"1701","facilitation","A","-0.0166199012623038"
"1702","ongoing","A","-0.017897416725835568"
"1703","discussions","A","-0.02781795501289359"
"1704","regarding","A","-0.026141918868032996"
"1705","delivery","A","-0.009169171975726437"
"1706","provision","A","0.004481522280161102"
"1707","technical","A","0.01042511915362795"
"1708","youth-adult","A","0.002915679835324318"
"1709","community-wide","A","-0.00854005843298818"
"1710","supports","A","-0.0672077333375537"
"1711","recognized","A","-0.016743955270620496"
"1712","related","A","-0.04657512054139883"
"1713","competent","A","-0.012039151453862976"
"1714","retained","A","-0.006791973703040104"
"1715","charged","A","0.015859590558245856"
"1716","inception","A","-0.003582964639199731"
"1717","catalyst","A","-0.003582964639199731"
"1718","coordinated","A","-0.015970419461532836"
"1719","supported","A","-0.006553629856604637"
"1720","encouraged","A","-0.005380606868959945"
"1721","values","A","-0.030860284089911587"
"1722","likelihood","A","-0.015753088317527045"
"1723","inroads","A","-0.015875683793905197"
"1724","remains","A","-0.0482008017626672"
"1725","creating","A","0.0036917493570258644"
"1726","atmosphere","A","0.02316930421728272"
"1727","foundations","A","0.0015580480676052589"
"1728","commitments","A","0.007809506095477822"
"1729","appropriate","A","-0.02711844771028722"
"1730","financially","A","-0.003045689554034059"
"1731","thanking","A","-0.011963977015144667"
"1732","advance","A","0.049994575607571916"
"1733","remain","A","0.004456462640063167"
"1734","neighbours","A","0.007865374944763763"
"1735","philip","A","0.0026652744378242886"
"1736","b","A","-0.14950261747190025"
"1737","roby","A","0.007865374944763763"
"1738","treasurer","A","0.007865374944763763"
"1739","engaged","A","0.013771875963216267"
"1740","declared","A","0.01619083152834107"
"1741","bodies","A","-0.016024863779001464"
"1742","along","A","-0.02451158954691395"
"1743","notably","A","-0.0006445642883646707"
"1744","metro","A","0.003966408839924131"
"1745","ten","A","-0.0061980900774827475"
"1746","described","A","-0.010170674255290167"
"1747","era","A","-0.008205119188919132"
"1748","coalition","A","-0.012931052735029758"
"1749","hopefully","A","-0.012979213457947076"
"1750","bear","A","-0.017561264281047945"
"1751","fruit","A","0.18302263481906153"
"1752","highly","A","-0.04711139857052572"
"1753","visible","A","0.015765787586717747"
"1754","partner","A","-0.03488425728066818"
"1755","jcc","A","0.017047838178968818"
"1756","scholarship","A","0.002322870856148667"
"1757","myrna","A","-0.008603022213533575"
"1758","weinberger","A","-0.008603022213533575"
"1759","251-9467","A","-0.008603022213533575"
"1760","ext","A","-0.016664976260943872"
"1761","256","A","-0.006195269759051019"
"1762","9th","A","0.0011549221203742627"
"1763","auction","A","0.051129150682209794"
"1764","jewish","A","0.0011549221203742627"
"1765","judy","A","-0.02551102511605895"
"1766","laikin","A","-0.021473264489985967"
"1767","99","A","-0.02930429895872928"
"1768","28","A","-0.060818086578899644"
"1769","invited","A","0.00632165088892131"
"1770","integral","A","0.001983831846581849"
"1771","fabulous","A","0.004348686108950898"
"1772","pleased","A","-0.004933638236407199"
"1773","sale","A","-0.013654865153899968"
"1774","seeking","A","-0.02162849965127258"
"1775","guests","A","0.0004619449907226161"
"1776","evening","A","0.02249973292116416"
"1777","knowing","A","-0.061866557660927156"
"1778","childcare","A","0.002793209749378652"
"1779","resettlement","A","0.002793209749378652"
"1780","cultural","A","-0.009542006392624317"
"1781","sponsorship","A","0.0026037586494617924"
"1782","package","A","-0.0467822892447745"
"1783","sample","A","0.0047652382493619"
"1784","book","A","0.012202207219594958"
"1785","year's","A","-0.04226092930048066"
"1786","market","A","-0.0015609593310633753"
"1787","statistics","A","-0.011649058734503394"
"1788","preserved","A","-0.0021370129623867517"
"1789","strengthened","A","0.0026037586494617924"
"1790","grateful","A","0.022032185283162177"
"1791","ad","A","0.005476234531521407"
"1792","current","A","-0.012217917812522615"
"1793","150","A","0.020836310828039366"
"1794","currently","A","-0.0005161540506913678"
"1795","big","A","0.07879444188415462"
"1796","sister","A","0.0344157890311432"
"1797","sisters","A","0.0737432006042733"
"1798","campaign","A","0.04848474393148603"
"1799","200","A","-0.007928117239258655"
"1800","000","A","0.0009454875094233847"
"1801","nurture","A","-0.02660265662057528"
"1802","motivate","A","-0.00268597056114126"
"1803","regular","A","-0.05016708561484969"
"1804","contributor","A","-0.0029288446518142656"
"1805","increasing","A","-0.026774791876221934"
"1806","completing","A","0.0013458910616995137"
"1807","pledge","A","-0.008449944821394476"
"1808","early","A","-0.03955126146461317"
"1809","adolescence","A","0.007716094674058298"
"1810","vulnerable","A","-0.019483315797488857"
"1811","perfect","A","0.2373954179944427"
"1812","guide","A","-0.009769057716947659"
"1813","bridge","A","-0.01511944019231983"
"1814","gap","A","-0.008162866977344968"
"1815","mentors","A","-0.0008917210361218818"
"1816","empower","A","0.008676295871217345"
"1817","fully","A","0.010371166999222558"
"1818","life's","A","0.006282751731549654"
"1819","perhaps","A","-0.03843789497023308"
"1820","dream","A","0.007569939159539562"
"1821","formed","A","-0.02001017389263001"
"1822","strong","A","-0.08273324140825582"
"1823","growing","A","0.04012686918034912"
"1824","mentoring","A","-0.019956670933427362"
"1825","impressive","A","0.00779632596479062"
"1826","girl","A","0.11696851718830684"
"1827","unserved","A","0.021361250890336733"
"1828","one-to-one","A","-0.011586915295513266"
"1829","offering","A","0.0283681481231661"
"1830","maintains","A","-0.012914298314908902"
"1831","infrastructure","A","-0.012699577978604236"
"1832","fosters","A","-0.01351314745384683"
"1833","screening","A","-0.01429620090534952"
"1834","orientation","A","-0.03648554311982911"
"1835","supervision","A","-0.019250982768079797"
"1836","professional","A","-0.03606213662581866"
"1837","matchmaker","A","-0.016576419070577757"
"1838","description","A","0.031096534576995946"
"1839","plaque","A","-0.008288209535288879"
"1840","serves","A","-0.017576893715572993"
"1841","6","A","-0.031306476800689424"
"1842","235","A","0.002827513477598672"
"1843","imagine","A","-0.03930665920732444"
"1844","congregation","A","0.02312556681537981"
"1845","pledged","A","0.02312556681537981"
"1846","decisions","A","0.00589225711529571"
"1847","she's","A","0.15986065965396942"
"1848","surrounded","A","0.015546249748719588"
"1849","harder","A","0.024603732160764297"
"1850","isn't","A","0.03989649223163243"
"1851","void","A","-0.07925971354902646"
"1852","matching","A","0.0349952250252952"
"1853","8-14","A","-0.002261216252266425"
"1854","mentor","A","0.011693184170456577"
"1855","model","A","0.04578819055329528"
"1856","life-and","A","0.01773464296215429"
"1857","pivotal","A","-0.000178287578845681"
"1858","girl-when","A","0.003329382772889564"
"1859","changes","A","-0.050986992395417104"
"1860","choices","A","-0.0010061139678108001"
"1861","makes","A","0.03797896043256518"
"1862","18-month","A","-0.00040790581710622667"
"1863","study","A","-0.10574546942078247"
"1864","completed","A","0.06850557468958478"
"1865","ventures","A","0.013545553734100425"
"1866","showed","A","-0.04852402123978526"
"1867","participating","A","-0.010078079377981162"
"1868","brother","A","-0.004260852642193513"
"1869","matches","A","-0.004902995418228359"
"1870","drug","A","0.2437838973814075"
"1871","46","A","0.017248789982978477"
"1872","lowered","A","-0.05059538516093751"
"1873","absenteeism","A","-0.07189417857156068"
"1874","52","A","-0.07328186926097217"
"1875","cut","A","0.08442522974727087"
"1876","aggressive","A","0.01195315388042313"
"1877","33","A","-0.005894177121336507"
"1878","enhanced","A","-0.03655999702142956"
"1879","performance","A","-0.17650892229995396"
"1880","relations","A","-0.04498338378482158"
"1881","ppv","A","-0.0037525869950860275"
"1882","philanthropy","A","-0.09829030692570653"
"1883","first-time","A","0.012173523672575993"
"1884","violent","A","0.20425224149173862"
"1885","peer","A","-0.03486668296569046"
"1886","amy","A","0.09284199371979211"
"1887","18-years","A","0.0069973601158615645"
"1888","testament","A","0.04527388584608177"
"1889","urgency","A","0.02173758401387641"
"1890","extent","A","-0.001099423446594575"
"1891","1992","A","0.0036087913244615593"
"1892","lots","A","-0.001526087120582253"
"1893","movies","A","0.028403346208013422"
"1894","dinner","A","0.08310462641134442"
"1895","concerts","A","-0.021205623905044883"
"1896","participate","A","-0.016833980567295796"
"1897","charity","A","-0.01117780103063956"
"1898","fundraiser","A","-0.01117780103063956"
"1899","open-minded","A","0.009803705030670485"
"1900","importantly","A","0.022302739075689988"
"1901","gained","A","0.032400040604562926"
"1902","thankful","A","-0.0002860792361786446"
"1903","allowing","A","-0.022657588602575714"
"1904","972","A","0.010062062590554368"
"1905","170","A","-0.0005187277021565385"
"1906","sit","A","0.05461555672693"
"1907","sure","A","-0.0507608179245893"
"1908","play","A","-0.0796151475502542"
"1909","recruit","A","0.001292857533529705"
"1910","retain","A","0.04580418117063766"
"1911","maintain","A","-0.020507350482212576"
"1912","understand","A","-0.2157230257265773"
"1913","changed","A","-0.007971601343075379"
"1914","farther","A","0.04888153506533481"
"1915","25th","A","-0.005174712143861761"
"1916","anniversary","A","0.06449293355459164"
"1917","challenge","A","0.01371748900962587"
"1918","550","A","0.008117732980900943"
"1919","1,200","A","0.03254191485823501"
"1920","2004","A","0.015021256803416847"
"1921","(317) 634-6102","A","-0.0008159339877317854"
"1922","ellen","A","0.0021125837769903214"
"1923","robinson","A","0.0021125837769903214"
"1924","attention","A","-0.04295711227013754"
"1925","minimum","A","-0.013364433600340522"
"1926","250","A","-0.004491748492407067"
"1927","credit","A","-0.03448080854447283"
"1928","commerce","A","-0.00736820511890948"
"1929","nap","A","-0.06177575018359117"
"1930","worthy","A","-0.005279887815329854"
"1931","generation","A","0.016287355534821038"
"1932","credits","A","-0.0034015582991200476"
"1933","box","A","-0.05700681955941333"
"1934","01234","A","-0.041097150756707786"
"1935","usa","A","-0.1349052917083705"
"1936","56789","A","-0.041097150756707786"
"1937","carl","A","-0.08327634537820061"
"1938","sagan","A","-0.0541660326705132"
"1939","poverty","A","0.006903799328786497"
"1940","poverty-they","A","0.0013498616849253054"
"1941","possibility","A","0.01605789859553055"
"1942","preparing","A","0.021087980434745714"
"1943","outlook","A","0.018738696292415893"
"1944","self-confident","A","0.02136807996572515"
"1945","chairman's","A","0.006685325300231781"
"1946","roundtable","A","0.006685325300231781"
"1947","convenience","A","-0.15069390880152259"
"1948","announce","A","-0.018446763541551437"
"1949","days","A","-0.08354171178764502"
"1950","ymca","A","-0.008315451693660653"
"1951","gilbert","A","-0.016265836050349213"
"1952","jr","A","-0.011051409436516318"
"1953","29","A","0.00983137938830626"
"1954","values-based","A","-0.004198266063108967"
"1955","inner-city","A","0.00037714606703702136"
"1956","urban","A","-0.0057073327250926975"
"1957","branch","A","-0.017990804555623168"
"1958","reaching","A","0.003034070183801863"
"1959","honesty","A","0.0018497909332779064"
"1960","responsibility","A","-0.003272200138499309"
"1961","messages","A","0.002915176298483321"
"1962","heard","A","0.0005599153078682717"
"1963","shared","A","0.05395068202762361"
"1964","invest","A","0.005243836105674917"
"1965","swing","A","-0.013947047891094654"
"1966","invite","A","-0.013064485254969277"
"1967","message","A","0.05079076945352094"
"1968","communities","A","-0.014313818222849368"
"1969","visitor","A","-0.005727223524742103"
"1970","then-u","A","0.00011643144370030937"
"1971","rep","A","-0.0018609156859672321"
"1972","richardson","A","-0.00504298881212394"
"1973","mexico","A","-0.015655191353135242"
"1974","pair","A","0.022786891891386094"
"1975","oilmen","A","0.00011643144370030937"
"1976","diplomatic","A","0.009408037483681237"
"1977","hall","A","-0.03699922563379"
"1978","flies","A","-0.0268483111030303"
"1979","amman","A","0.013407260138450519"
"1980","jordan","A","-0.014954782914557523"
"1981","friday","A","-0.08603230584955315"
"1982","he'll","A","-0.046232317256169886"
"1983","driving","A","0.06996557327974529"
"1984","iraq","A","0.07122675215351483"
"1985","washington","A","-0.047844935962976454"
"1986","22","A","-0.03083227119690725"
"1987","filed","A","-0.021088365886171984"
"1988","cox","A","0.0005362944923998241"
"1989","newspapers","A","0.007265700415683275"
"1990","dayton","A","0.006494113811828475"
"1991","democrat","A","0.019583879152469414"
"1992","traveled","A","-0.0017221171530687701"
"1993","crisis","A","0.019355183338882365"
"1994","sierra","A","0.006494113811828475"
"1995","leone","A","0.006494113811828475"
"1996","north","A","-0.06705177884220064"
"1997","korea","A","0.12184834834539185"
"1998","hospitals","A","0.02875315936181659"
"1999","aid","A","0.016278136983753053"
"2000","ineffective","A","-0.0003690299736976035"
"2001","stemming","A","-0.018487850093072782"
"2002","malnourishment","A","0.006494113811828475"
"2003","medical","A","0.024181540482052382"
"2004","scott","A","-0.015944014567848126"
"2005","montgomery","A","-0.03281522956315644"
"2006","sanctions","A","0.017314446134350025"
"2007","say","A","-0.024182527684076114"
"2008","thwarted","A","0.008194376858066283"
"2009","country's","A","0.0077637637675944445"
"2010","ability","A","-0.014598479379618914"
"2011","recover","A","-0.032457625333861775"
"2012","devastation","A","0.0012514604967212967"
"2013","bombing","A","0.12236420500239349"
"2014","persian","A","0.005091021457909392"
"2015","gulf","A","0.006336982850982169"
"2016","destroyed","A","0.06965312964433745"
"2017","according","A","-0.07059947151052727"
"2018","iraqi","A","0.04245076444999688"
"2019","agreed","A","-0.014976365828243713"
"2020","tony","A","-0.010466612449891194"
"2021","country","A","-0.02368378759286128"
"2022","assess","A","-0.02841593958064345"
"2023","humanitarian","A","-0.0011686028975339045"
"2024","festered","A","-0.0020832281925533026"
"2025","1990","A","-0.021644891807572852"
"2026","hall's","A","0.0030722113722150804"
"2027","monday","A","0.020752883668839168"
"2028","population","A","-0.04503011449127297"
"2029","`","A","0.11220473770203211"
"2030","semi","A","-0.00920843102113092"
"2031","starvation","A","-0.005780216554654713"
"2032","congress","A","-0.043395067904815544"
"2033","travel","A","0.021917282661122774"
"2034","clears","A","-0.04696892283950019"
"2035","ohio","A","-0.043224461109387186"
"2036","official","A","-0.03154123556600008"
"2037","blames","A","0.02428485629644169"
"2038","embargo","A","0.019897519275353447"
"2039","malnutrition","A","0.02527630886886172"
"2040","infant","A","0.019897519275353447"
"2041","mortality","A","0.019897519275353447"
"2042","hardships","A","0.013279866936556828"
"2043","lifted","A","-0.02535901456550156"
"2044","n","A","0.01356128245179632"
"2045","inspectors","A","-0.025072197100657192"
"2046","certify","A","-0.0010759592987772942"
"2047","weapons","A","0.04856904428034782"
"2048","mass","A","0.09691427623802258"
"2049","destruction","A","0.043837448267402664"
"2050","produce","A","0.07081361529663083"
"2051","barred","A","-0.011347582372665742"
"2052","late","A","-0.055784748689617344"
"2053","least","A","-0.028118252778366635"
"2054","congressman","A","-0.0038332448789077265"
"2055","visited","A","-0.002845706575275648"
"2056","energy","A","-0.012279465506297415"
"2057","secretary","A","0.0028249886511249314"
"2058","baghdad","A","0.12307349092036479"
"2059","representative","A","-0.033358745766152914"
"2060","congressmen","A","-0.0006081936724836473"
"2061","1991","A","-0.014732663134952476"
"2062","kuwait","A","-0.000502312609597891"
"2063","embark","A","-0.0006081936724836473"
"2064","sunday","A","-0.014671728982160273"
"2065","12-hour","A","-0.0056395761297958775"
"2066","overland","A","-0.0006081936724836473"
"2067","trip","A","-0.03849653806360871"
"2068","capital","A","-0.011404036353094643"
"2069","reporters","A","0.014669644713351578"
"2070","associated","A","-0.08962751638409262"
"2071","press","A","-0.0022474124205181015"
"2072","states","A","0.017221300325189988"
"2073","hopes","A","-0.07443122740534217"
"2074","political","A","-0.06489330322918233"
"2075","issues","A","-0.043304932122888024"
"2076","ap","A","0.07317737191934881"
"2077","investigate","A","-0.008993592527776238"
"2078","reports","A","0.0521632623312435"
"2079","relief","A","0.015433736001025565"
"2080","quarter","A","-0.04488400539243014"
"2081","suffering","A","0.014624819794105499"
"2082","chronic","A","0.0053787895935083"
"2083","en","A","0.004730748375391227"
"2084","route","A","-0.018927820579132323"
"2085","expected","A","0.02775954012832124"
"2086","plight","A","0.013923702187928762"
"2087","iraqis","A","0.08639645325946124"
"2088","trade","A","-0.020261334765639554"
"2089","particular","A","-0.0074552785160067764"
"2090","happens","A","-0.05571098449198321"
"2091","medicine","A","-0.03889046559253829"
"2092","oil-for-food","A","-0.005469628131759819"
"2093","nations","A","0.047571415199971434"
"2094","handle","A","0.0471677309439275"
"2095","arrives","A","-0.05627852541799041"
"2096","britain","A","-0.01200119782746787"
"2097","using","A","-0.10431844979571016"
"2098","clout","A","0.011473808738048551"
"2099","lawmaker","A","0.01650214505862211"
"2100","assessing","A","0.012432033646643158"
"2101","wednesday","A","-0.06258259301251294"
"2102","ease","A","-0.02707718750939133"
"2103","ordinary","A","-0.01683514042943429"
"2104","wants","A","-0.0500530393702465"
"2105","items","A","0.026074466912579766"
"2106","appear","A","-0.010052641263308426"
"2107","d-ohio","A","0.0001058810628857541"
"2108","lifting","A","0.0001058810628857541"
"2109","imposed","A","0.0001058810628857541"
"2110","invasion","A","0.013899957911324697"
"2111","hurt","A","0.03757300402975557"
"2112","innocent","A","0.06442512571525512"
"2113","hassan","A","0.002486208999941357"
"2114","abdulwahab","A","0.002486208999941357"
"2115","writer","A","-0.02860709028388938"
"2116","compel","A","-0.007595248366190226"
"2117","rid","A","0.018099744048520452"
"2118","itself","A","-0.03113195883159948"
"2119","export","A","-0.01788520265583311"
"2120","countries","A","0.03897241271069372"
"2121","television","A","0.05634086800926074"
"2122","insisted","A","-0.010083028272055334"
"2123","international","A","0.03670945170494495"
"2124","deal","A","0.010900929896914687"
"2125","speed","A","0.00798480269224556"
"2126","flow","A","0.0036762034274617048"
"2127","urgent","A","-0.00007772667552896757"
"2128","commodities","A","-0.05747685460301647"
"2129","basra","A","-0.038075026101629106"
"2130","appeals","A","0.005794097619684452"
"2131","virtually","A","0.014013898372664604"
"2132","military","A","0.044986253405973"
"2133","links","A","-0.08130277773801156"
"2134","indonesia","A","-0.01939517896310194"
"2135","forces","A","0.02282959360114937"
"2136","implicated","A","0.00040090821252008357"
"2137","violence","A","0.11254638995010573"
"2138","swept","A","0.02841154816406294"
"2139","east","A","-0.0976281247870973"
"2140","timor","A","0.006120179823286579"
"2141","territory","A","-0.014446122908903689"
"2142","voted","A","0.010848723248592809"
"2143","independence","A","0.01255719058168176"
"2144","thursday","A","-0.006436932902386921"
"2145","powell","A","-0.010920064091189754"
"2146","representatives","A","-0.0004719203095101735"
"2147","asian","A","0.0026212120702225014"
"2148","sign","A","0.1432156909009497"
"2149","declaration","A","0.0014280338683395231"
"2150","prevent","A","0.009001481603878442"
"2151","terrorism","A","0.2339588938877241"
"2152","sharing","A","-0.013443483127397278"
"2153","blocking","A","0.0017658482538523363"
"2154","tightening","A","0.0014280338683395231"
"2155","borders","A","-0.04198305411148773"
"2156","forged","A","0.0014280338683395231"
"2157","papers","A","0.08714125880792446"
"2158","global","A","0.02785499060195602"
"2159","threat","A","0.014523288098857308"
"2160","disturbing","A","0.05863505188910858"
"2161","acts","A","0.00793681258426374"
"2162","transnational","A","-0.005469668638966239"
"2163","crimes","A","0.00816204082250481"
"2164","threaten","A","0.03750610431045522"
"2165","peace","A","0.08060374538582939"
"2166","tackled","A","-0.005469668638966239"
"2167","ministers","A","-0.028473575308151956"
"2168","communique","A","-0.003412775904483851"
"2169","tuesday","A","0.02386011786701389"
"2170","among","A","-0.08731560663012035"
"2171","outside","A","-0.0652429279350235"
"2172","southeast","A","-0.008381688871466684"
"2173","asia","A","-0.02221059695200587"
"2174","china","A","-0.1598260656249782"
"2175","japan","A","0.12497902906959509"
"2176","russia","A","0.049920242852278224"
"2177","group's","A","-0.0036914641152394575"
"2178","regional","A","0.01268263769269008"
"2179","forum","A","-0.0036914641152394575"
"2180","dominates","A","-0.0073951545838420105"
"2181","agenda","A","0.023153315422732974"
"2182","though","A","-0.07788707067538526"
"2183","korean","A","-0.0022253299202258966"
"2184","counterpart","A","-0.014338692453999326"
"2185","paek","A","0.006747741000688693"
"2186","nam","A","0.006747741000688693"
"2187","sun","A","-0.08586193214223282"
"2188","generated","A","0.006403313726233174"
"2189","highest-level","A","-0.014640542128807704"
"2190","bush","A","-0.06706722058229547"
"2191","took","A","-0.13910304325097475"
"2192","heads","A","-0.06013809400930923"
"2193","indonesia's","A","0.0009325882574815554"
"2194","jakarta","A","-0.024095908933458345"
"2195","finishing","A","-0.003626038000001484"
"2196","weeklong","A","0.0009325882574815554"
"2197","region","A","0.003563714334550596"
"2198","philippines","A","0.0012153307050428326"
"2199","committee's","A","-0.011550938471445603"
"2200","action","A","-0.04449422573547816"
"2201","prosecutors","A","-0.000781242560075803"
"2202","lengthy","A","-0.004739300220604485"
"2203","criminal","A","-0.009472151399328508"
"2204","investigation","A","-0.03706391228063577"
"2205","torricelli's","A","-0.038152807182068336"
"2206","filing","A","-0.004739300220604485"
"2207","charges","A","0.006159972603176947"
"2208","ideas","A","-0.05076785328642889"
"2209","present","A","-0.012496335506789625"
"2210","megawati","A","-0.013540684337620016"
"2211","sukarnoputri","A","-0.012754168181089601"
"2212","receiving","A","0.04185717406753937"
"2213","fiscal","A","0.012950824964089313"
"2214","civilian","A","0.004631701621105294"
"2215","expects","A","0.005368260348021578"
"2216","officers","A","-0.009124325137159644"
"2217","counterterrorism","A","-0.011284734952369929"
"2218","pentagon","A","-0.003256697530002923"
"2219","reviewing","A","0.0029398370732617338"
"2220","allocate","A","-0.003256697530002923"
"2221","fellowships","A","-0.016224093614761147"
"2222","acknowledged","A","-0.002327321585988537"
"2223","pushing","A","0.0041794350471133085"
"2224","require","A","-0.09154569092002658"
"2225","congressional","A","-0.007617153609223325"
"2226","approval","A","0.04708041837000233"
"2227","danger","A","0.028919017781077985"
"2228","cooperating","A","-0.0007865161565303853"
"2229","goes","A","-0.13980691255192032"
"2230","i'm","A","0.4082071756002915"
"2231","cause","A","-0.09007392578033209"
"2232","singapore","A","-0.05886168842131895"
"2233","prime","A","-0.0024989624745884254"
"2234","minister","A","0.0833102127491449"
"2235","goh","A","0.0016979111189421193"
"2236","chok","A","0.0016979111189421193"
"2237","tong","A","0.005928905981223317"
"2238","endorsed","A","-0.003185097922650212"
"2239","idea","A","0.05323438697049378"
"2240","renewed","A","-0.0022823077809692254"
"2241","ties","A","0.002607442141384537"
"2242","stabilizing","A","0.0016979111189421193"
"2243","contended","A","0.002129697797925731"
"2244","inconsistent","A","0.002129697797925731"
"2245","indonesian","A","0.10038619862288158"
"2246","rights","A","0.004165416973228361"
"2247","abuses","A","-0.0030680091958004115"
"2248","expose","A","-0.005176971519378717"
"2249","democratic","A","0.01185949980108574"
"2250","institution","A","-0.044169282056558234"
"2251","rubs","A","-0.005176971519378717"
"2252","malaysia","A","0.1860696574517993"
"2253","mahathir","A","-0.019303476966159423"
"2254","mohamad","A","-0.021403344277104032"
"2255","1981","A","-0.01820172702361898"
"2256","malaysian","A","-0.01964822230194923"
"2257","foreign","A","0.012171361670953005"
"2258","syed","A","0.004590530939030503"
"2259","hamid","A","0.004590530939030503"
"2260","albar","A","0.004590530939030503"
"2261","proposed","A","-0.012455100511922569"
"2262","american","A","0.045843317935083686"
"2263","officials","A","-0.010155173805941765"
"2264","forming","A","0.004590530939030503"
"2265","coordinate","A","0.004590530939030503"
"2266","antiterrorism","A","0.004590530939030503"
"2267","ethics","A","-0.06380094163920132"
"2268","evidence","A","-0.04159389697635368"
"2269","forwarded","A","0.000010850615886228338"
"2270","concluded","A","-0.0016604774159449556"
"2271","torricelli","A","-0.012496924467001132"
"2272","gearing","A","0.000010850615886228338"
"2273","re-election","A","0.000010850615886228338"
"2274","against","A","0.2117556946887106"
"2275","republican","A","0.013589123402844355"
"2276","candidate","A","-0.0007072644893910229"
"2277","douglas","A","0.000010850615886228338"
"2278","r","A","-0.005082780060425245"
"2279","forrester","A","0.000010850615886228338"
"2280","brief","A","-0.16486657318149148"
"2281","stop","A","0.13838648225874944"
"2282","highlighted","A","-0.0005917193327680619"
"2283","moral","A","-0.016465374447710946"
"2284","ambiguities","A","-0.004280127857433652"
"2285","emphasis","A","-0.0423826059591501"
"2286","criticized","A","-0.04100165623994908"
"2287","distanced","A","-0.0009891880648349248"
"2288","strong-arm","A","-0.0009891880648349248"
