	tokens	ratings
1275	century	4.2833633
1276	die	19.909239
1277	political	8.967926
1278	went	5.5079355
1279	started	8.499872
1280	harmless	1.4683661
1281	tone	5.8956976
1282	responsibilities	8.679213
1283	waste	2.8273907
1284	would	4.4319053
1285	infant	23.826494
1286	orange	5.523775
1287	south	11.227339
1288	originated	6.713359
1289	rallied	16.207548
1290	reminds	8.557362
1291	a	5.272669
1292	necessary	5.3785267
1293	north	12.483719
1294	willingly	3.2339184
1295	succumbed	8.641862
1296	caused	7.1229553
1297	charges	7.3632526
1298	stopped	4.989317
1299	smirks	1.7761931
1300	names	5.3072777
1301	springer	14.440283
1302	guess	1.5942409
1303	offered	5.277708
1304	sending	6.577962
1305	destroy	6.9841576
1306	royal	7.8714123
1307	understandably	7.3306446
1308	prophecy	7.240823
1309	step	5.130166
1310	women	8.348306
1311	jesus	10.321449
1312	rato	9.293871
1313	research	10.432608
1314	give	11.615141
1315	dying	19.113668
1316	acuity	20.308092
1317	lives	12.956674
1318	pieing	5.2312164
1319	indeed	4.038569
1320	as	4.620553
1321	moved	5.493395
1322	access	13.377689
1323	appalachian	26.1351
1324	strong	4.1035357
1325	wait	2.3413188
1326	employees	6.617118
1327	exceedingly	4.3722005
1328	classified	6.0761805
1329	target	14.459705
1330	months	5.247058
1331	jessy	5.930566
1332	attack	6.9405756
1333	mail	7.8975487
1334	recycled	12.615682
1335	daughter	11.027739
1336	resolve	7.009801
1337	campaign	10.246496
1338	from	10.090592
1339	dollar	4.054778
1340	four	5.497531
1341	affect	3.880287
1342	wish	4.242566
1343	dirt	5.5065355
1344	climbed	13.071127
1345	whole	2.7054155
1346	3	8.607822
1347	criminals	3.119429
1348	so	7.667885
1349	python	10.707961
1350	kinds	4.146346
1351	pakistan	6.2514963
1352	citizens	10.783316
1353	coming	5.7353077
1354	send	9.50159
1355	white	17.479818
1356	yemen	16.302727
1357	might	2.631607
1358	below	6.7876034
1359	teenager	9.202628
1360	shot	8.783595
1361	drowned	11.635569
1362	horses	6.9672127
1363	slamming	3.7443292
1364	about	5.0286703
1365	laden	12.319178
1366	;	6.01746
1367	jose	5.1923046
1368	open	3.4154532
1369	salley	18.59818
1370	certain	2.4787579
1371	combating	6.582263
1372	tough	10.275924
1373	glasses	5.000779
1374	filled	6.705781
1375	influenced	8.149922
1376	hardly	1.498303
1377	administration	6.573242
1378	fires	10.236828
1379	damning	2.501824
1380	social	11.15259
1381	currently	2.8645034
1382	trying	2.8743773
1383	extra	6.132288
1384	investigation	9.515628
1385	corruption	8.720738
1386	racetracks	8.571347
1387	struck	12.278181
1388	use	7.4114256
1389	lyrical	17.11327
1390	many	7.250849
1391	technical	6.235344
1392	held	3.131922
1393	happen	3.283815
1394	pun	8.787853
1395	methods	6.7348957
1396	interesting	2.6189258
1397	ago	6.1351833
1398	expect	2.213952
1399	blood	19.30459
1400	crime	5.9470882
1401	bottom	3.8825352
1402	hunt	3.6832016
1403	considerably	3.2655385
1404	hour	3.5667872
1405	activities	6.1760645
1406	teeth	14.389284
1407	mechanic	5.2025394
1408	platforms	9.650279
1409	most	2.5321517
1410	assimilate	9.622959
1411	tremendously	12.231536
1412	cheaper	2.3891594
1413	answer	5.110671
1414	brother	12.28225
1415	further	5.3909636
1416	opportunities	10.768517
1417	years	6.891822
1418	ridiculous	1.2953637
1419	intern	6.604308
1420	assimilation	9.73771
1421	ghosts	10.339454
1422	saudi	4.224149
1423	carry	10.250393
1424	last	3.5034657
1425	kkk	13.555768
1426	giraffe	17.577843
1427	embarrassing	1.2030444
1428	defied	7.7694674
1429	prefer	4.818021
1430	away	9.3160925
1431	grow	4.017229
1432	wanted	7.9774714
1433	ardent	9.600654
1434	sick	9.55269
1435	enrages	10.272874
1436	parks	10.080792
1437	touching	8.47551
1438	africa	22.825521
1439	people	8.8051195
1440	hug	22.62553
1441	weekends	2.9256744
1442	isnt	4.8756466
1443	family	16.587334
1444	advertisements	6.878193
1445	bowl	2.197394
1446	second	3.7452796
1447	its	7.9614086
1448	covers	9.820728
1449	check	3.8711843
1450	crap	2.5941916
1451	felt	18.246101
1452	reaching	11.586649
1453	oak	8.957605
1454	told	3.8500044
1455	prone	5.898244
1456	even	2.944368
1457	hours	5.3729334
1458	lower	7.576642
1459	meaningless	4.9036865
1460	effective	7.533922
1461	typically	9.154603
1462	5	11.703955
1463	employment	3.7446783
1464	captured	12.836067
1465	switch	5.123266
1466	abuse	5.9373465
1467	steal	5.3059893
1468	salt	8.7899
1469	injuries	15.591164
1470	forests	19.624432
1471	vote	8.623758
1472	pleasant	6.4825487
1473	realize	7.568948
1474	suddenly	7.3467293
1475	nobody	1.7059793
1476	computers	7.0040436
1477	incredible	18.015787
1478	males	5.421674
1479	failure	3.348664
1480	strike	5.573241
1481	condemn	5.050168
1482	arrests	6.0517807
1483	tendency	5.0169163
1484	temps	3.360972
1485	fainting	6.903865
1486	yelling	8.71461
1487	boat	10.5409155
1488	gaining	16.707273
1489	refugees	13.580235
1490	truly	11.690264
1491	worker	6.9404984
1492	tommorrow	7.847822
1493	tend	6.4348497
1494	damn	3.650373
1495	bad	6.6027164
1496	struggle	17.649818
1497	russians	4.3916245
1498	rate	2.3249679
1499	inspirational	20.928318
1500	square	14.800983
1501	shows	3.3044655
1502	uk	6.813652
1503	show	5.6912374
1504	yield	5.6602364
1505	business	3.7894788
1506	britain	14.517957
1507	?	5.7784796
1508	struggling	14.953819
1509	monkey	6.7950687
1510	environment	13.470884
1511	supreme	3.5180964
1512	life	13.160451
1513	mainly	3.239248
1514	caring	8.792456
1515	refugee	12.021898
1516	judge	4.678541
1517	option	2.4391265
1518	there	3.6461215
1519	according	14.934129
1520	machine	5.155114
1521	neighborhood	14.19136
1522	improve	8.136983
1523	polar	23.603218
1524	accountable	7.746788
1525	pull	5.3553534
1526	small	7.588381
1527	nutrition	18.039366
1528	useless	1.7249233
1529	hitler	6.534237
1530	without	3.055088
1531	aare	18.754951
1532	visit	10.437957
1533	including	9.632354
1534	seem	2.8038795
1535	means	10.866946
1536	illegal	1.8000473
1537	each	4.6372585
1538	early	10.553152
1539	plane	19.161259
1540	girl	6.5567684
1541	relevant	7.041271
1542	campuses	9.635561
1543	sections	4.7796726
1544	spent	4.5053444
1545	2018	9.890637
1546	thick	8.545096
1547	bears	21.420263
1548	making	7.246501
1549	what	6.029217
1550	frankly	1.6649606
1551	different	2.5876913
1552	nature	8.654822
1553	interests	3.5040438
1554	lady	4.5753365
1555	excuses	1.930899
1556	worst	2.082099
1557	0	10.080637
1558	tampered	6.1804924
1559	ordered	4.1025925
1560	cops	4.0070944
1561	desperate	6.456127
1562	2016	13.212755
1563	read	11.06015
1564	numerous	8.618261
1565	spree	2.2369719
1566	academia	3.286093
1567	restoring	10.710636
1568	producers	6.125453
1569	express	15.064884
1570	30	12.1592865
1571	received	16.31387
1572	sight	10.354129
1573	pulls	4.767746
1574	nba	3.061656
1575	writing	10.841423
1576	commited	6.6231813
1577	thriving	3.1545935
1578	alleged	5.362892
1579	across	9.249684
1580	traded	3.9124455
1581	bin	4.0247445
1582	scarring	20.332792
1583	something	5.371866
1584	job	5.894823
1585	statistics	7.246707
1586	based	8.698415
1587	filed	10.373477
1588	fake	1.172642
1589	receiving	15.809142
1590	bias	6.571887
1591	cesspool	2.914595
1592	puts	6.1115026
1593	dust	5.8582087
1594	position	4.365
1595	insanity	2.8386302
1596	attribute	7.0548105
1597	task	8.264222
1598	former	6.3736467
1599	hard	12.79816
1600	fighting	12.390209
1601	governments	2.7705598
1602	axed	3.6361296
1603	90s	4.823146
1604	eliminating	8.043954
1605	later	3.4437745
1606	pound	11.817993
1607	except	1.4128748
1608	-	5.1975574
1609	lesin	3.6083338
1610	wildlife	16.910173
1611	trust	4.805483
1612	sally	6.1947823
1613	shooting	4.766803
1614	working	3.277112
1615	program	4.1993074
1616	suppose	2.146006
1617	colatina	3.6083338
1618	donate	20.50851
1619	starters	2.2486966
1620	meanwhile	4.849736
1621	mad	3.60607
1622	room	3.0661108
1623	gain	17.874216
1624	wear	6.2951565
1625	ice	9.749557
1626	fish	6.1883144
1627	winning	4.5254126
1628	flooding	6.965478
1629	overcome	19.532885
1630	vacations	9.202754
1631	advent	21.193449
1632	orangutan	17.769318
1633	treatment	9.781466
1634	classrooms	16.276066
1635	kelly	21.90512
1636	houses	11.503111
1637	dister	3.6083338
1638	pado	3.6083338
1639	messed	3.3295615
1640	evil	10.359261
1641	susan	14.099967
1642	governmental	8.33853
1643	alone	3.444149
1644	road	11.089141
1645	prey	10.738438
1646	been	5.700219
1647	corrupt	2.931853
1648	courts	4.5263968
1649	thats	5.138338
1650	choose	10.349797
1651	gotta	6.310728
1652	losing	11.713686
1653	shortened	6.8376207
1654	applications	7.4826584
1655	stressed	9.14556
1656	presents	10.067162
1657	voters	11.880638
1658	home	13.372617
1659	60	10.541588
1660	just	5.306571
1661	hoops	4.2852345
1662	cases	2.991773
1663	fargo	7.6131067
1664	beaten	10.5726
1665	bring	11.40237
1666	pile	5.411216
1667	continues	6.21231
1668	frogs	10.610555
1669	conflicts	11.459457
1670	contradicts	4.213505
1671	psychiatrist	7.174801
1672	m	13.010161
1673	balance	4.593588
1674	talking	3.776296
1675	subsidize	3.5346265
1676	crawling	10.897682
1677	wearing	3.5046427
1678	decide	4.1133533
1679	obviously	1.9698288
1680	killed	16.377117
1681	go	5.0615883
1682	punishing	5.1246386
1683	almost	7.267495
1684	back	7.9523907
1685	compensated	9.544121
1686	easy	13.781395
1687	japan	6.390005
1688	restrictions	4.76737
1689	wednesday	13.235512
1690	continuous	13.203029
1691	perverse	1.9230149
1692	washington	12.097572
1693	shut	3.2451031
1694	bombing	11.565342
1695	whine	9.02881
1696	yu	4.3411283
1697	smoke	4.694664
1698	2002	9.148662
1699	exposed	3.746536
1700	unbearable	12.151252
1701	horrible	13.882959
1702	sorry	5.801772
1703	least	2.1751385
1704	isn	4.7425976
1705	here	3.712166
1706	""""	4.928932
1707	short	3.1482065
1708	tuesday	12.862981
1709	workplace	12.410309
1710	normal	2.5857162
1711	faced	14.879192
1712	unless	1.4391105
1713	exist	1.7458569
1714	have	5.908993
1715	fame	9.592467
1716	bible	11.3557415
1717	says	9.76556
1718	faith	6.4854
1719	aware	3.7896736
1720	viral	6.856209
1721	important	10.824329
1722	influential	7.4399242
1723	profound	13.494252
1724	ebeid	3.6083338
1725	impeach	7.41755
1726	cruel	11.548477
1727	wrongdoing	12.397915
1728	freeze	1.5822726
1729	seems	2.5904644
1730	ruining	1.7597547
1731	tricks	1.5478817
1732	yikes	6.1575212
1733	everything	9.338744
1734	liable	3.4851325
1735	cant	4.649493
1736	fallen	16.845484
1737	elle	16.609388
1738	betrayed	9.418454
1739	giving	10.144171
1740	is	7.4768925
1741	oil	4.5759287
1742	drone	8.004235
1743	chance	7.2389507
1744	medicines	11.713892
1745	results	3.5319808
1746	outlines	10.164981
1747	enough	2.7572021
1748	journalist	10.217724
1749	sacrifices	22.794582
1750	sites	4.1858916
1751	babies	20.164652
1752	becareful	6.5186586
1753	repeatedly	7.4891195
1754	glad	10.360246
1755	non	3.2560472
1756	make	9.009942
1757	power	12.431089
1758	understand	17.35927
1759	premise	2.5241535
1760	confused	5.245451
1761	saying	4.260358
1762	reward	8.9398155
1763	against	4.568592
1764	admitting	1.9215605
1765	stated	6.9548025
1766	time	3.0791152
1767	insist	4.314701
1768	civility	11.103807
1769	ready	7.9790335
1770	was	7.6222973
1771	minds	3.7661068
1772	contact	15.839954
1773	concerning	5.627534
1774	teamed	12.72127
1775	cultivate	5.3764772
1776	suspicious	1.881713
1777	terrorists	5.485574
1778	nothing	2.3542438
1779	potentially	2.8834367
1780	cop	4.839674
1781	chose	8.995824
1782	goldfish	4.8503447
1783	seals	8.274098
1784	illnesses	21.052103
1785	again	4.2528315
1786	barack	17.791258
1787	$	2.963928
1788	fungal	4.2857485
1789	orphanage	16.113491
1790	musicians	10.771962
1791	personality	3.7891881
1792	voting	8.502586
1793	towrds	11.295627
1794	shock	2.285543
1795	left	3.843611
1796	killings	13.965574
1797	irrefutable	10.808687
1798	blind	8.134504
1799	yellow	11.569365
1800	dad	14.156068
1801	natural	7.299037
1802	rescued	19.876205
1803	obviousness	3.972953
1804	pretty	6.9957504
1805	prevalent	5.0853405
1806	plants	10.69278
1807	health	15.616535
1808	oprah	24.418385
1809	breathing	9.491437
1810	me	6.2076206
1811	gotten	5.3206663
1812	happening	5.469589
1813	personally	3.918295
1814	faces	12.377005
1815	racist	6.8395004
1816	marched	15.556812
1817	live	6.6929235
1818	saved	11.0738125
1819	sink	2.3700798
1820	craziness	4.2512627
1821	selfies	4.2039747
1822	boating	11.067305
1823	injured	15.870398
1824	applaud	2.9034631
1825	party	3.678949
1826	comparing	5.7709026
1827	behave	1.7560066
1828	depend	6.8427877
1829	modern	8.207408
1830	incident	8.19878
1831	near	7.56258
1832	boy	6.053421
1833	pure	10.363961
1834	regards	5.545294
1835	affecting	5.5776567
1836	hillary	11.915171
1837	charged	5.738982
1838	strife	16.733147
1839	okay	2.941993
1840	met	9.497076
1841	park	7.636588
1842	saddens	11.568241
1843	safety	14.838886
1844	negligence	9.566796
1845	kills	10.351751
1846	him	5.073204
1847	precaution	7.4258795
1848	annoys	1.9698033
1849	venezuela	11.52787
1850	call	7.4155254
1851	rammed	11.490553
1852	troubling	2.2847588
1853	pollution	23.060747
1854	let	3.3582535
1855	eating	7.1119947
1856	were	7.367977
1857	thoughts	9.744265
1858	extinctions	21.282887
1859	salama	35.462902
1860	joke	1.4460083
1861	20th	14.305872
1862	mikhail	9.94642
1863	colloquially	13.029594
1864	glare	11.040529
1865	killing	13.034309
1866	fan	2.7479494
1867	evils	5.4467754
1868	putting	4.4854546
1869	priests	7.87591
1870	change	2.900394
1871	sticking	2.884134
1872	sarandon	3.6083338
1873	taken	6.6345997
1874	upbringing	11.684217
1875	spray	4.5140104
1876	know	7.306678
1877	compassion	25.52141
1878	graffiti	17.190552
1879	lingering	2.9491374
1880	days	8.135676
1881	trial	3.154446
1882	survival	11.157872
1883	1400	10.003477
1884	democracy	9.866171
1885	under	4.0499744
1886	center	6.912589
1887	sudden	9.918484
1888	whatever	2.791024
1889	boil	10.490222
1890	flood	8.062081
1891	pond	5.1867495
1892	hello	9.465218
1893	ethnicity	14.645042
1894	unclog	6.6683674
1895	attention	9.986755
1896	pop	9.358026
1897	offer	9.112212
1898	lose	13.392751
1899	sang	21.687363
1900	my	6.055706
1901	man	4.378749
1902	android	2.1553729
1903	130	12.910403
1904	house	13.128688
1905	branches	6.489414
1906	internet	3.9654102
1907	probably	1.9424894
1908	successful	1.8529444
1909	mutation	6.289939
1910	ended	5.2325296
1911	plastics	7.9172707
1912	snowflake	10.307931
1913	1996	9.765257
1914	somewhere	3.6201622
1915	always	7.208948
1916	indigenous	17.5453
1917	middle	5.022087
1918	theyre	6.831051
1919	acknowledge	7.862548
1920	constantly	5.0865297
1921	grass	6.491379
1922	prodded	4.6963844
1923	corner	3.7348917
1924	avoid	6.6881065
1925	whos	5.288121
1926	xu	12.9747505
1927	defintiely	8.121526
1928	acquitted	6.4598045
1929	military	3.6122441
1930	clearly	3.2469587
1931	seats	8.848498
1932	not	2.87207
1933	yourself	4.8955603
1934	overblowing	1.3555098
1935	regular	2.7315857
1936	flat	5.4682016
1937	spread	9.136831
1938	fuck	3.7918887
1939	bred	4.4085913
1940	grandchildren	10.153114
1941	executed	5.020789
1942	commit	2.6772437
1943	importance	13.878589
1944	closets	8.597078
1945	broadcast	8.955671
1946	language	11.038799
1947	pressure	4.183449
1948	ve	12.176483
1949	committed	4.9354506
1950	unfortunately	4.3749504
1951	,	9.516542
1952	bomber	6.9501963
1953	belonged	3.8034184
1954	conditions	8.333877
1955	named	6.627083
1956	attempting	3.6897151
1957	resulted	5.014491
1958	inhumane	11.9750805
1959	discarded	6.0377703
1960	opposed	4.847307
1961	scandals	1.4627235
1962	sad	14.551231
1963	relocate	6.793399
1964	complaining	3.8698308
1965	disgusted	2.928812
1966	simply	3.3120046
1967	forest	16.772587
1968	supported	4.766183
1969	had	7.24123
1970	more	5.6798143
1971	turmoil	11.947578
1972	importing	2.3889258
1973	outrage	6.861128
1974	strength	10.373734
1975	counting	14.026655
1976	holes	3.8496735
1977	rain	9.042224
1978	unfolded	6.39188
1979	&	13.347682
1980	dishonest	1.0945525
1981	warfare	10.923677
1982	india	10.409535
1983	critics	6.906869
1984	studies	10.760804
1985	imf	9.0280485
1986	healthy	5.783354
1987	detract	4.0542107
1988	acceptable	3.1777058
1989	student	7.7528696
1990	hey	4.291381
1991	destroying	6.7624836
1992	mental	8.780565
1993	burma	24.43814
1994	beetles	7.4724026
1995	walking	17.378197
1996	them	6.254512
1997	higher	8.165491
1998	mom	14.522188
1999	friday	11.405894
2000	paying	2.4900696
2001	incredibly	9.276884
2002	pray	15.589373
2003	save	11.904963
2004	view	5.147377
2005	powerless	14.400876
2006	action	2.9969046
2007	excuse	2.172154
2008	monster	5.0138845
2009	sensationalized	6.6551657
2010	narrative	6.4516926
2011	sport	2.6051736
2012	banned	2.8482115
2013	finding	7.8481216
2014	hungry	12.512673
2015	lollipops	8.983134
2016	voices	9.422899
2017	that	2.8626478
2018	individual	7.084363
2019	expansion	3.511276
2020	impossible	5.015319
2021	roads	13.705552
2022	awards	5.1743956
2023	louisiana	15.532305
2024	given	9.29525
2025	crazy	3.187915
2026	minding	1.8990041
2027	recovery	9.69578
2028	e	11.560362
2029	inclusion	7.9023113
2030	character	4.4929857
2031	violence	13.684996
2032	replace	6.047573
2033	foster	11.364037
2034	degree	4.4229927
2035	brutalize	5.8336353
2036	haha	3.3423715
2037	1966	13.500722
2038	donald	11.0067835
2039	needed	8.107831
2040	elephant	14.12697
2041	breathe	12.581003
2042	question	3.570583
2043	orders	6.363188
2044	fit	2.6294305
2045	relationship	6.946583
2046	rabid	3.6459086
2047	2020	8.149064
2048	march	16.384245
2049	you	8.295308
2050	blue	10.685999
2051	having	6.560706
2052	adults	8.79485
2053	veteran	16.67308
2054	stores	4.071846
2055	imagine	4.8742275
2056	better	3.8918118
2057	ways	4.495516
2058	pronounce	7.8207407
2059	confrontations	7.5347624
2060	idiot	1.5161817
2061	endless	5.6567593
2062	“	13.608801
2063	quite	2.7477467
2064	inside	6.1533556
2065	induction	12.692452
2066	your	13.455755
2067	fed	8.191935
2068	living	7.7242327
2069	discusses	9.93429
2070	outright	1.5358105
2071	marlins	14.765877
2072	couple	5.9259386
2073	those	4.584653
2074	obesity	18.109005
2075	environmental	21.4262
2076	elections	9.05249
2077	uniting	9.525294
2078	ruined	5.260064
2079	cowards	2.99795
2080	stunning	15.231863
2081	became	9.503629
2082	statements	6.8529863
2083	magazine	5.400264
2084	smoking	3.150727
2085	serve	9.007738
2086	said	8.11973
2087	member	6.666751
2088	remarks	6.9086704
2089	angeles	20.73523
2090	perpetrator	7.077363
2091	somehow	5.1971693
2092	holding	2.079563
2093	worth	4.416789
2094	vulnerable	10.716367
2095	founder	10.112216
2096	next	2.9854558
2097	does	3.8012466
2098	extinction	15.918479
2099	immigrants	8.49301
2100	cigarettes	7.3634167
2101	heavy	14.814981
2102	backup	3.9613883
2103	constant	5.7776127
2104	ios	5.6408577
2105	basically	3.1055596
2106	perfectly	3.779458
2107	data	10.256
2108	world	5.7680807
2109	aid	18.770742
2110	win	11.219219
2111	satellite	6.5120335
2112	native	13.896547
2113	haitians	20.309217
2114	stranger	3.4113703
2115	meat	4.42605
2116	pies	7.891097
2117	general	6.2069807
2118	christ	8.485222
2119	only	1.8152435
2120	mother	14.837874
2121	competing	1.7489839
2122	numbers	9.348315
2123	improvement	6.2442665
2124	allow	6.962574
2125	mariah	24.140646
2126	boys	5.4731636
2127	continue	3.9826412
2128	hundreds	10.024597
2129	dakota	14.269724
2130	willing	2.554348
2131	janis	33.474003
2132	harvest	12.946499
2133	disturbingly	1.7791442
2134	mean	6.5268707
2135	led	7.308485
2136	abundant	11.017172
2137	western	3.2728224
2138	pretending	1.0455697
2139	hands	11.50062
2140	method	6.3659773
2141	chemical	8.569222
2142	earthquake	15.155985
2143	critical	11.2493725
2144	suffers	13.352038
2145	he	3.6888342
2146	sort	1.7980912
2147	should	4.261579
2148	trinkets	12.73616
2149	trees	22.048925
2150	animal	18.197075
2151	boko	8.86655
2152	old	6.637718
2153	ass	4.7473087
2154	shopping	9.555951
2155	accident	15.507214
2156	precious	21.358677
2157	crushed	16.476418
2158	almighty	5.6995955
2159	traveling	10.933667
2160	sometihng	6.028736
2161	90	12.038874
2162	liberal	6.315997
2163	rid	5.4729548
2164	groups	8.692386
2165	organization	7.61176
2166	fix	2.3898973
2167	driving	8.795623
2168	disease	20.813398
2169	seeing	8.0725565
2170	war	16.159616
2171	punch	17.510609
2172	an	7.411374
2173	punishment	6.9388227
2174	rothschild	13.180401
2175	economic	10.271379
2176	mixed	3.4362202
2177	never	2.4326432
2178	form	6.430894
2179	third	2.5172136
2180	fair	5.2722673
2181	31	14.105175
2182	meals	12.79771
2183	day	7.4229136
2184	which	3.5969892
2185	advantage	4.694789
2186	clintons	8.448674
2187	fleeing	12.372145
2188	retired	6.288909
2189	rebuild	9.376159
2190	qatar	6.575967
2191	intelligence	8.293933
2192	wild	2.8515208
2193	bigger	2.633633
2194	desire	5.5580626
2195	dangerously	2.892713
2196	pattern	6.4717894
2197	heart	22.637043
2198	—	8.936315
2199	threat	2.3858445
2200	industry	4.818283
2201	flying	11.913533
2202	eyes	12.67228
2203	cavendish	2.7839231
2204	gardens	9.750553
2205	korea	3.4283042
2206	anywhere	2.2616935
2207	recovers	8.237231
2208	misanthropy	7.8322563
2209	melting	14.1032505
2210	83	15.446383
2211	chinese	4.5089455
2212	exemplarily	11.868665
2213	documents	12.75464
2214	loss	25.58987
2215	mission	9.533904
2216	million	5.3661766
2217	philadelphia	24.034912
2218	uncomfortable	2.4649253
2219	broadband	11.21092
2220	implement	4.731571
2221	include	10.797063
2222	getting	10.202233
2223	barred	5.1162386
2224	process	10.868124
2225	fights	10.705204
2226	initial	7.5623703
2227	:	6.076977
2228	haram	15.591912
2229	herself	5.394663
2230	...	6.953415
2231	cheek	6.141938
2232	talibaan	3.6083338
2233	hatred	7.7398787
2234	biased	6.4976273
2235	decisive	6.207239
2236	one	2.0901508
2237	why	4.3087697
2238	regarding	7.8926964
2239	existing	4.336079
2240	reminded	7.3717403
2241	setting	5.7168484
2242	intrigued	3.9223108
2243	aquariums	4.188428
2244	travel	11.880891
2245	uranium	9.269115
2246	scared	4.587943
2247	movement	7.3805857
2248	unexpected	5.5798025
2249	spoken	12.624836
2250	phone	4.5138006
2251	coast	7.742298
2252	yawn	3.448743
2253	idiots	1.2722874
2254	taking	5.0309153
2255	hardship	26.52933
2256	rescuers	25.289263
2257	reason	2.3022501
2258	these	6.274336
2259	true	2.4776278
2260	generation	6.2048235
2261	deliberate	4.0109587
2262	herd	3.805137
2263	ponds	8.092113
2264	minorites	11.337703
2265	chartered	24.705105
2266	guys	4.2986884
2267	climate	4.7404604
2268	thank	12.764345
2269	unsuspecting	3.7970772
2270	some	5.783391
2271	figures	2.2297227
2272	iraqi	15.73225
2273	learn	8.975756
2274	resignation	7.3999653
2275	playgrounds	13.696476
2276	article	9.189742
2277	individuals	9.157895
2278	raphael	19.014063
2279	funded	1.7476274
2280	into	6.0113506
2281	infested	3.5650516
2282	forces	6.6460466
2283	makes	8.726978
2284	paris	12.603129
2285	caribbean	12.827126
2286	survive	7.9480686
2287	meetings	6.954816
2288	leaning	5.508459
2289	events	3.6049445
2290	cover	9.536312
2291	points	13.915452
2292	islams	14.04758
2293	nearly	5.781887
2294	too	4.5870028
2295	safe	8.76635
2296	madison	15.679604
2297	thrilled	11.778389
2298	company	6.016245
2299	stick	2.8535204
2300	staff	6.33545
2301	directly	8.958676
2302	course	1.8977243
2303	paid	2.1244173
2304	miami	8.928957
2305	resolved	5.894994
2306	forcing	2.2062576
2307	can	7.2493124
2308	notion	4.049268
2309	guardians	13.382585
2310	balancing	6.443801
2311	apparently	1.9365482
2312	000	16.792534
2313	downtown	9.478714
2314	roll	9.236381
2315	maintain	7.6577835
2316	crash	8.566389
2317	issue	4.297986
2318	apartment	9.307368
2319	custody	6.9782295
2320	wiould	4.2253294
2321	measles	10.913537
2322	communities	18.639242
2323	won	4.8841276
2324	hidden	3.1815379
2325	afterlife	11.061881
2326	available	6.231475
2327	cats	8.544466
2328	concern	6.1110554
2329	we	13.95721
2330	relative	10.612946
2331	waiting	2.7734823
2332	bob	4.012375
2333	parents	13.438979
2334	children	18.132614
2335	panic	3.7157893
2336	i	4.8638077
2337	firefighters	23.889635
2338	weekdays	7.798952
2339	shoot	5.1407175
2340	whoever	3.4032242
2341	experimented	2.0152972
2342	repeating	5.1422834
2343	unemployment	7.5539665
2344	sperm	5.002839
2345	barinsky	3.6083338
2346	joined	5.6078377
2347	deadly	6.1131506
2348	donated	17.50103
2349	presidential	10.149019
2350	existed	1.5863955
2351	alot	8.557545
2352	talks	3.0445428
2353	frustrating	5.0945873
2354	companies	3.2897005
2355	childish	1.614632
2356	especially	10.218178
2357	moving	7.188324
2358	horrifying	8.036857
2359	specifically	7.294814
2360	canceled	4.6611776
2361	age	11.995401
2362	until	3.3911793
2363	terrible	12.735399
2364	hindsight	5.9609756
2365	nice	8.610981
2366	by	9.955196
2367	fine	2.2597647
2368	mistake	2.770042
2369	smaller	4.8560324
2370	outside	2.2477164
2371	discontinue	5.7087812
2372	punishments	5.4735565
2373	if	2.1286402
2374	financial	12.019544
2375	lack	4.9665937
2376	whose	9.046742
2377	another	2.3367548
2378	such	5.2839327
2379	during	7.614517
2380	hearts	22.758816
2381	wonder	3.9819243
2382	slogan	11.484354
2383	operating	7.8846893
2384	texas	5.708664
2385	rent	4.726136
2386	stabbing	6.1456137
2387	torturing	5.2629223
2388	retiring	5.7601004
2389	paralysis	8.451703
2390	community	12.863213
2391	folk	7.8155537
2392	book	19.55319
2393	value	8.530077
2394	plans	4.4838552
2395	coal	20.52133
2396	wife	2.8696427
2397	isibindi	3.6083338
2398	column	5.554491
2399	when	8.838857
2400	words	21.074942
2401	peaceful	13.146459
2402	surroundings	17.93852
2403	stimulated	2.3204107
2404	forging	2.5371149
2405	typhoon	12.238577
2406	promotional	9.199508
2407	unravel	9.064602
2408	brutalized	21.296753
2409	high	7.478903
2410	firearm	7.894888
2411	rude	2.1111908
2412	appreciative	9.682612
2413	italy	14.621374
2414	way	6.333227
2415	tons	11.246634
2416	seven	7.7760983
2417	questionable	1.5372624
2418	empathy	26.869486
2419	things	3.8945432
2420	realized	7.6060867
2421	millenials	12.8192215
2422	besides	1.665278
2423	sheep	8.871323
2424	escaped	6.1139946
2425	enforcement	4.695218
2426	easier	9.158438
2427	gloves	6.1075583
2428	murders	8.862874
2429	fishy	1.6457199
2430	undertaking	9.343691
2431	weather	6.575679
2432	begin	11.500153
2433	reema	15.11331
2434	nauseating	1.9953417
2435	39	12.565992
2436	type	2.174783
2437	speaking	7.770465
2438	direction	5.473196
2439	controls	3.049823
2440	government	5.3236094
2441	buying	3.5488372
2442	actual	2.0689907
2443	able	7.960476
2444	needs	10.377016
2445	treat	10.006364
2446	since	5.2568703
2447	adopt	8.281656
2448	lines	10.671383
2449	challenging	7.1698856
2450	the	3.9487114
2451	faster	7.1911077
2452	spirited	7.96307
2453	but	2.3508873
2454	reduce	11.249276
2455	isis	11.14156
2456	respect	8.110705
2457	large	5.474761
2458	complicated	7.6479053
2459	)	5.2283077
2460	rescue	14.203414
2461	haiti	24.892097
2462	servitude	7.9692154
2463	situations	4.8463707
2464	recognize	10.3336935
2465	––	3.6083338
2466	outer	8.24161
2467	prevent	5.015172
2468	helping	13.777242
2469	deportations	12.571475
