	tokens	ratings
1235	corrupted	2.9761245
1236	depiction	3.0041375
1237	lim	3.0523117
1238	cool	3.1263204
1239	performance	3.138015
1240	scoping	3.0248265
1241	polite	3.0843184
1242	essentially	3.068575
1243	trees	3.006445
1244	timeless	3.1690485
1245	ancestors	3.0172582
1246	religious	3.0600717
1247	wandering	2.975575
1248	fell	2.975575
1249	logic	3.0545063
1250	centers	3.0475001
1251	technically	3.031671
1252	area	3.0252492
1253	perdiew	3.0873408
1254	ducked	2.975575
1255	pizza	3.1340027
1256	ve	3.2175107
1257	exciting	3.210278
1258	described	2.9824586
1259	simon	3.0848787
1260	russert	3.0873408
1261	tuna	3.0396528
1262	possible	3.0390427
1263	steel	2.9819784
1264	savor	3.1850493
1265	various	3.068061
1266	protests	2.975791
1267	added	3.065782
1268	drive	3.158738
1269	resume	3.093707
1270	links	3.0432124
1271	migration	2.9800506
1272	zen	3.0883653
1273	initiatives	3.1064315
1274	population	2.9813967
1275	seafarers	3.0346463
1276	constitutes	3.145493
1277	removing	3.0211687
1278	charge	3.108124
1279	cook	3.1512392
1280	display	3.1410182
1281	conceive	3.0809588
1282	located	3.0082827
1283	carrying	2.9796078
1284	defense	3.0234883
1285	comments	3.0241065
1286	materials	3.114649
1287	witted	2.9767377
1288	dear	2.9828222
1289	function	3.0903993
1290	significant	3.0388925
1291	something	3.1142838
1292	announces	3.1342762
1293	slices	3.012914
1294	600	3.0434706
1295	highlights	3.090435
1296	whole	3.1203914
1297	christamore	3.0873408
1298	loved	3.0641637
1299	rivulet	2.975643
1300	establishment	3.1222425
1301	design	3.136602
1302	embers	2.975575
1303	print	3.1583292
1304	laikin	3.0873408
1305	prof	3.0624077
1306	said	3.052653
1307	cash	3.0628734
1308	plant	3.0573623
1309	firearms	3.0313272
1310	118	2.9841857
1311	streets	3.0061896
1312	grilled	3.0324037
1313	seep	2.975886
1314	riff	3.1359792
1315	defender	3.0147028
1316	storytelling	3.1715467
1317	hsus	3.1183724
1318	sisters	3.0313349
1319	intricate	3.0571222
1320	thriving	3.1037834
1321	sanctions	2.9804661
1322	hundreds	3.021572
1323	mediterranean	3.1007636
1324	administration	3.0763018
1325	giroux	3.0128734
1326	airport	3.0049899
1327	wineries	3.1136594
1328	items	3.0823352
1329	duties	3.019377
1330	giving	3.146595
1331	mona	3.016511
1332	effective	3.1273348
1333	bore	2.976737
1334	parody	3.0615182
1335	continue	3.1503506
1336	las	3.0391545
1337	transition	3.02262
1338	principles	3.124808
1339	income	3.03671
1340	sister	2.9840262
1341	engine	3.037699
1342	era	3.0675156
1343	considered	2.9889047
1344	1999	2.9975796
1345	turned	2.9755907
1346	internalize	3.1184914
1347	talk	3.103534
1348	leaving	2.975575
1349	dine	3.1925168
1350	given	3.0118344
1351	abusive	2.9803917
1352	tiny	2.9766636
1353	argues	3.0615673
1354	isle	3.0487096
1355	desert	2.9859314
1356	large	3.0151248
1357	incomplete	2.975575
1358	measurements	3.0912936
1359	blue	2.996358
1360	interaction	3.1015134
1361	believe	3.1308818
1362	offering	3.1701956
1363	cities	3.0408473
1364	petersburg	3.0293927
1365	regulators	3.1032827
1366	excess	3.0801241
1367	who	3.0306623
1368	camp	3.0690792
1369	35	2.982659
1370	combined	3.0838928
1371	nearly	2.9767237
1372	la	3.0702298
1373	meant	2.9775596
1374	farmers	3.0718098
1375	clack	2.976835
1376	farm	3.0633745
1377	anyone	3.085967
1378	binoculars	3.1031537
1379	request	3.0686686
1380	committee	3.0878725
1381	insists	3.0935593
1382	gambling	3.0464797
1383	eighty	2.9971762
1384	viking	3.110585
1385	10	3.0189483
1386	forced	2.975575
1387	society	3.0894084
1388	pony	3.0336995
1389	candle	2.9861238
1390	honeychurch	3.0873408
1391	funk	2.9803805
1392	completed	3.0740106
1393	time	3.1006176
1394	record	3.1405797
1395	base	3.0768278
1396	polaris	3.1010532
1397	lake	2.983666
1398	dying	2.975575
1399	landscape	3.0891314
1400	trait	3.0777545
1401	what	3.0998757
1402	wolf	2.986382
1403	curious	2.9846523
1404	liabilities	2.9905808
1405	helped	2.9894605
1406	reasons	3.0248125
1407	viewed	2.9840548
1408	popularly	3.0516715
1409	loosely	2.9874809
1410	dobbens	3.0873408
1411	tonal	3.1333218
1412	facial	3.0556765
1413	models	3.0725331
1414	etc	3.0720263
1415	mind	3.0649285
1416	kowloon	3.082463
1417	miniature	3.0651155
1418	which	3.050105
1419	unfolding	2.9950328
1420	tender	2.9849062
1421	mindsmith	3.0873408
1422	sacramental	3.086219
1423	unions	3.089454
1424	sprinted	2.9756277
1425	identify	3.098862
1426	goes	3.1261842
1427	cheap	3.0976894
1428	worse	2.975575
1429	sensation	2.97695
1430	nelson	3.033753
1431	medications	2.9914892
1432	losing	2.975575
1433	soiled	2.9759662
1434	loudly	3.0008252
1435	welcome	3.141905
1436	discovery	3.0955489
1437	underarm	2.9925778
1438	psychotropic	2.9952729
1439	jones	3.054428
1440	hailed	3.051663
1441	rolex	3.1008186
1442	becoming	2.990016
1443	museum	3.107107
1444	looking	2.9917574
1445	scars	2.975575
1446	looks	3.0172105
1447	helpings	3.1092987
1448	hiking	3.1212783
1449	worth	3.0929437
1450	whether	3.0647306
1451	funds	3.0325053
1452	addresses	3.05402
1453	sports	3.1702676
1454	theater	3.112999
1455	itself	3.0169578
1456	cameras	3.0726352
1457	greenhouse	3.0630708
1458	endangered	2.9756622
1459	types	3.0963163
1460	idea	3.1177676
1461	still	3.0003448
1462	camera	3.0515099
1463	personally	3.10796
1464	another	3.0495696
1465	guangzhou	3.0654047
1466	clothing	3.0007334
1467	progressive	3.111965
1468	hide	2.9774055
1469	cd	3.144788
1470	urban	3.0969958
1471	apulco	3.0873408
1472	be	3.0955267
1473	designs	3.113558
1474	pattern	3.0375557
1475	addition	3.1397822
1476	crack	3.0088837
1477	quaint	3.0340924
1478	labeled	3.0281153
1479	retailer	3.1008596
1480	appear	3.0102665
1481	entirely	2.9797392
1482	celebrate	3.2097785
1483	months	2.9761176
1484	offsets	3.040058
1485	salutes	3.1356373
1486	lessig	3.0832603
1487	pride	3.1629755
1488	buffy	3.0288744
1489	recommendation	3.116412
1490	players	3.1210303
1491	deficient	2.9762404
1492	hay	3.0221837
1493	org	3.089891
1494	foundation	3.1009305
1495	lack	2.981227
1496	destinations	3.0826714
1497	antarctica	3.0087423
1498	5	3.0415883
1499	quiet	2.9773684
1500	rejuve	2.9857118
1501	realized	2.9761684
1502	canton	3.0313141
1503	'?	3.0873408
1504	observation	3.018411
1505	stores	3.0701332
1506	--	3.0371304
1507	aids	3.0903544
1508	candidate	3.0623631
1509	cell	2.9768453
1510	cleanliness	3.120828
1511	factor	3.0358648
1512	catching	2.996031
1513	hedonist	3.1051042
1514	fictional	3.0524428
1515	launch	3.1398935
1516	except	2.9892707
1517	established	3.0846746
1518	)	3.0339851
1519	course	3.113223
1520	scrutiny	2.976341
1521	stemming	2.976836
1522	gaining	3.0901272
1523	copia	3.1197002
1524	irrigation	3.0659866
1525	blood	2.976948
1526	next	3.0825548
1527	almost	2.9797423
1528	participants	3.1128066
1529	blush	2.9820807
1530	ago	2.9757462
1531	property	3.117194
1532	crème	3.0846367
1533	americas	3.156714
1534	prepare	3.145929
1535	safe	3.1502607
1536	upon	2.980051
1537	hopes	3.0420604
1538	intentioned	2.98182
1539	iranian	3.0702791
1540	arrived	2.9757128
1541	questions	3.0345469
1542	away	2.9950166
1543	during	2.992139
1544	difference	3.1737065
1545	tale	3.0399964
1546	longline	3.0376425
1547	threat	2.9756286
1548	imply	3.056866
1549	roth	3.048496
1550	selection	3.1606045
1551	chau	3.073123
1552	traditions	3.0968275
1553	smartest	3.1601758
1554	crouched	2.975575
1555	sunny	3.0126076
1556	value	3.1655672
1557	major	3.0584564
1558	allow	3.0997107
1559	vampire	2.9824808
1560	prescribe	3.149224
1561	constitution	3.034628
1562	geese	3.0066683
1563	means	3.1408439
1564	equally	3.059629
1565	gayhistory	3.0873408
1566	proprietor	3.0442352
1567	luck	2.9957583
1568	ran	2.97588
1569	steps	3.031855
1570	rasp	3.0010335
1571	energy	3.10832
1572	ascending	2.9781287
1573	550	3.0266788
1574	reported	2.9756021
1575	unelected	3.016511
1576	cape	3.0021715
1577	knock	3.0767245
1578	return	3.1177197
1579	light	2.9907231
1580	computer	3.044152
1581	feared	2.975575
1582	finding	3.0471904
1583	terminal	2.9880145
1584	interview	3.060284
1585	lasted	2.9756303
1586	pet	3.0897865
1587	directly	3.016399
1588	britain	3.0770996
1589	sink	2.975694
1590	entered	2.976891
1591	98	2.9985464
1592	cocaine	2.9807854
1593	heaven	3.0751884
1594	order	3.1333425
1595	nature	3.0963492
1596	pioneer	3.1011648
1597	team	3.1709495
1598	japanese	3.0661042
1599	handed	2.987953
1600	valued	3.098106
1601	clubs	3.17324
1602	outer	3.0367818
1603	stood	2.9756017
1604	sampans	2.975744
1605	way	3.1415687
1606	tragedy	2.975575
1607	tulane	3.0944042
1608	dangerous	2.9759772
1609	poetry	3.0579548
1610	stirring	2.9942183
1611	forgetting	2.975799
1612	richard	3.050203
1613	finish	3.1850798
1614	expect	3.1405482
1615	750	3.0623398
1616	quick	3.0940392
1617	dress	3.0957315
1618	paintings	3.012743
1619	containing	3.0666764
1620	launching	3.130629
1621	criticisms	2.996176
1622	reports	2.986428
1623	fleeced	2.9757478
1624	easier	3.0859773
1625	attempts	2.9763532
1626	wasn	2.9757936
1627	iron	3.012903
1628	southwest	2.989925
1629	prepared	3.0292156
1630	lascar	2.9757671
1631	projects	3.1255693
1632	martian	3.0225265
1633	dopplr	3.0873408
1634	taoist	3.0677571
1635	parachutist	2.975575
1636	selected	3.0879235
1637	masses	3.0698106
1638	occurs	3.0318036
1639	attorneys	3.0906303
1640	scholarship	3.1020935
1641	ease	3.0534868
1642	program	3.1518517
1643	sensory	3.0825415
1644	mine	3.0070283
1645	teaching	3.1438053
1646	case	3.0041573
1647	zip	3.0775187
1648	lab	3.0914385
1649	uk	3.046655
1650	reservations	3.0765376
1651	checking	3.014861
1652	horrendous	2.975575
1653	little	3.0112295
1654	signed	3.0926428
1655	chiefly	2.9803338
1656	mother	2.9857082
1657	beckham	3.085727
1658	re	3.2204125
1659	debate	3.05773
1660	baghdad	3.1180222
1661	perfections	3.0718405
1662	antidepressants	2.979116
1663	colliding	2.9756167
1664	along	3.1038237
1665	long	2.9931276
1666	cooks	3.1273153
1667	dral	2.9838862
1668	the	3.0836844
1669	chains	2.9889295
1670	aggressive	3.0868344
1671	walking	3.0050538
1672	grading	3.0869067
1673	straw	2.9857397
1674	lamma	3.1028666
1675	records	3.0610263
1676	agricultural	3.0678186
1677	1993	2.990542
1678	music	3.1380055
1679	field	3.107142
1680	panel	3.079604
1681	tasha	3.0867686
1682	personal	3.1285813
1683	lean	3.0229332
1684	grant	3.0987883
1685	dreams	2.99042
1686	consequences	2.976353
1687	torpor	2.975575
1688	fixing	3.0733817
1689	neck	2.975575
1690	flashpoint	3.0118349
1691	occasionally	2.9845257
1692	accuracy	3.0987113
1693	marsh	2.9767106
1694	aboard	3.0021157
1695	status	3.0332463
1696	avoid	3.050197
1697	forbidden	2.9984252
1698	antique	3.0691721
1699	chaps	3.1283002
1700	western	3.071297
1701	confined	2.975575
1702	behaviors	3.1010334
1703	my	3.0921366
1704	flynn	3.0115404
1705	wife	3.001732
1706	hope	3.1311631
1707	tom	3.089956
1708	pervades	3.0584795
1709	revitalization	3.067383
1710	demand	3.1195862
1711	remain	3.0139954
1712	mound	3.031278
1713	latin	3.0999827
1714	power	3.0701818
1715	infinitum	3.1200404
1716	littleton	3.1030586
1717	warm	3.0192673
1718	chicago	3.0682573
1719	comes	3.1390395
1720	reason	3.054559
1721	final	3.042044
1722	read	3.0990214
1723	truck	2.9840226
1724	production	3.10877
1725	shown	3.0001864
1726	farrar	3.0646913
1727	abello	3.0873408
1728	starke	2.9804688
1729	victorian	3.068409
1730	kitsch	3.0822163
1731	oriental	3.0955422
1732	chad	3.0366454
1733	carving	2.9955635
1734	de	3.0669847
1735	tend	3.0437315
1736	smaller	3.023641
1737	views	3.069256
1738	publisher	3.0811658
1739	disease	2.9764016
1740	setting	3.1408415
1741	acadia	3.0772116
1742	title	3.1220558
1743	panorama	3.0912986
1744	uranium	2.9997845
1745	opened	2.9769254
1746	able	3.0245361
1747	no	3.0854232
1748	pretentious	3.0562387
1749	noggin	2.9898934
1750	player	3.0822725
1751	extravaganza	3.1526213
1752	continuing	3.0706477
1753	accepted	3.0139766
1754	rush	2.9924386
1755	rotation	3.0553606
1756	acid	3.027282
1757	apply	3.134471
1758	stay	3.1269703
1759	few	3.011027
1760	bruce	3.0614285
1761	silly	3.0868824
1762	fingernail	2.975708
1763	remember	3.04995
1764	close	3.0166323
1765	accused	2.976658
1766	beaches	3.112036
1767	fence	3.078873
1768	research	3.1081078
1769	scrolls	2.9805071
1770	spreadsheet	3.0406165
1771	spoken	2.9892194
1772	taking	3.0739772
1773	jailed	2.9760058
1774	copy	3.1788945
1775	does	3.0924373
1776	convince	3.1545439
1777	failing	2.9756057
1778	somebody	3.139174
1779	electronics	3.068832
1780	gleam	2.9859421
1781	fort	3.0082536
1782	familiar	2.9818766
1783	animals	3.1297507
1784	spots	2.9862728
1785	customary	3.026923
1786	intervention	3.028527
1787	anywhere	3.1284966
1788	port	3.0179718
1789	holloway	3.022641
1790	teacher	3.0447588
1791	benefits	3.1314888
1792	junk	3.1555548
1793	nearest	3.0208976
1794	shenzhen	3.0863156
1795	hour	3.0466814
1796	vaccines	3.0229726
1797	0	3.0249038
1798	nice	3.1331646
1799	:	3.0871542
1800	marcus	3.0656097
1801	sanctuaries	3.078822
1802	residents	3.037683
1803	?	3.0356522
1804	ground	2.976291
1805	flamingo	3.1229575
1806	riding	3.021228
1807	compositional	3.1311643
1808	international	3.1336877
1809	motivational	3.171633
1810	sad	2.975575
1811	83	2.983157
1812	9pm	3.0261054
1813	skiing	2.980751
1814	thanks	3.076808
1815	defeats	2.975743
1816	nothing	3.052439
1817	milliliters	3.0698578
1818	obtained	3.0467403
1819	savin	3.2213027
1820	fuckin	3.181635
1821	disabilities	2.9821382
1822	neighborhood	3.1151285
1823	hold	3.1520033
1824	lyrics	3.0584617
1825	premium	3.1618319
1826	disappearances	2.975575
1827	jealously	2.9776177
1828	newspaper	3.0285957
1829	delivery	3.1115937
1830	knee	2.975575
1831	yesterday	2.9792132
1832	democrat	3.0715754
1833	judicial	3.076663
1834	known	2.9896133
1835	pretax	3.1036339
1836	disposition	3.031548
1837	encourage	3.2036731
1838	find	3.139351
1839	boast	3.1755338
1840	modern	3.0989144
1841	leaping	2.9795167
1842	annual	3.150905
1843	mention	3.0132933
1844	injured	2.975575
1845	loving	3.1523607
1846	repeated	2.9776988
1847	curb	3.1127706
1848	open	3.0812364
1849	clock	3.085081
1850	200	3.0240011
1851	morbid	2.975575
1852	outdoor	3.2132769
1853	write	3.1386738
1854	reaffirm	3.1939628
1855	screen	3.0760317
1856	mr	3.0685337
1857	football	3.1567783
1858	home	3.115742
1859	sanctuary	3.0170636
1860	placing	3.0833757
1861	upgrading	3.1337023
1862	positive	3.1476722
1863	traced	2.975575
1864	hollow	2.9756372
1865	immigration	3.0138006
1866	without	3.022296
1867	stand	3.1271577
1868	cheung	3.0663223
1869	peace	3.0909004
1870	lawrence	3.043126
1871	tonight	3.0926425
1872	conceivable	3.0434682
1873	barred	2.9757657
1874	faulty	2.9756699
1875	1996	2.9929898
1876	tourist	2.9957495
1877	affect	2.9865687
1878	beyond	3.0401516
1879	celebrities	3.0838068
1880	lawmakers	3.067164
1881	extradition	2.975575
1882	combat	3.0392308
1883	apartment	2.9765744
1884	top	3.0913281
1885	hollywood	3.1169095
1886	45	2.992899
1887	hunting	3.0712948
1888	switch	3.1200233
1889	conflicts	3.0313978
1890	jefferson	3.0660768
1891	attracted	3.0175633
1892	skirt	3.0132987
1893	soups	3.0617244
1894	packages	3.0631676
1895	kitchen	3.1059408
1896	ferry	2.9761407
1897	leave	3.057834
1898	deep	2.9773614
1899	barra	3.1144035
1900	deposit	3.0794487
1901	build	3.1870162
1902	surprised	2.9759793
1903	pretty	3.0091898
1904	corp	3.0675707
1905	hard	2.9828348
1906	repayments	3.035808
1907	guides	3.134527
1908	filters	3.0937402
1909	upholstered	3.0015137
1910	colombian	3.1767707
1911	darwin	3.0842795
1912	jorge	3.123789
1913	answer	3.049556
1914	undertaken	3.0276797
1915	objects	3.0403845
1916	covered	2.9780245
1917	modeled	3.0090604
1918	nearby	2.9771209
1919	johnlopresti	3.0873408
1920	assets	3.068341
1921	tech	3.0913355
1922	prohibit	3.079058
1923	weeks	2.9756818
1924	1997	2.991927
1925	wan	2.9960778
1926	failure	2.9764907
1927	preservation	3.1443267
1928	filmmaking	3.1550767
1929	bus	2.9866624
1930	peril	2.976761
1931	organizations	3.1207016
1932	dues	3.0589433
1933	rode	2.9755833
1934	than	3.0536616
1935	spend	3.1952443
1936	including	3.0844307
1937	quantity	3.0993168
1938	nbc	3.1121852
1939	looked	2.975575
1940	six	3.037584
1941	remote	2.9866514
1942	smuggling	2.9761498
1943	control	3.0659301
1944	devastation	2.975575
1945	classifications	3.0918927
1946	business	3.127435
1947	joins	3.1146195
1948	senate	3.07242
1949	spectators	3.0748446
1950	so	3.0742912
1951	show	3.159655
1952	06	3.034781
1953	attacks	2.975575
1954	snorted	2.975575
1955	ads	3.1120293
1956	mars	3.0454195
1957	thwart	3.0658994
1958	homosexuality	3.06093
1959	apparently	2.976128
1960	winner	3.1680915
1961	stage	3.0908139
1962	wander	2.9821024
1963	edwardian	3.0993845
1964	surrounded	2.9766579
1965	cart	3.0271513
1966	closures	2.978099
1967	ship	2.9777722
1968	caught	2.975575
1969	fate	2.975575
1970	operating	3.0138392
1971	save	3.177704
1972	to	3.107669
1973	license	3.1334841
1974	would	3.0169387
1975	feel	3.1198387
1976	okay	3.0083022
1977	primerica	3.1786222
1978	especially	3.0064378
1979	galore	3.1224096
1980	tired	2.975575
1981	sucker	3.139044
1982	havarti	3.000979
1983	railway	3.0000427
1984	dem	3.13645
1985	co	3.0607045
1986	vichyssoise	3.0268128
1987	search	3.0598512
1988	as	3.0335596
1989	nun	3.0007784
1990	one	3.0743363
1991	gives	3.1687155
1992	displaying	3.121605
1993	emotion	2.9791274
1994	norbit	3.0873408
1995	families	3.0326874
1996	noticed	2.9760265
1997	somehow	2.9799511
1998	crisis	2.9757094
1999	trickle	2.975575
2000	7	3.0330305
2001	realities	2.9794695
2002	we	3.170949
2003	yung	3.108177
2004	chamber	2.982007
2005	put	3.1537757
2006	fertile	3.0483305
2007	","""	3.0873408
2008	loyal	3.1058617
2009	>.	3.0873408
2010	wish	3.0702348
2011	17th	2.9958792
2012	china	3.0570493
2013	courage	3.052839
2014	gordon	3.0424213
2015	parked	2.9757566
2016	containers	3.081798
2017	share	3.1804411
2018	life	3.0777116
2019	horrifying	2.9755843
2020	villages	2.9850705
2021	did	3.0099542
2022	tied	2.9761224
2023	angels	3.04712
2024	individual	3.1018414
2025	you	3.2371414
2026	upsetting	2.975575
2027	ranging	3.03764
2028	helping	3.140472
2029	row	2.9819362
2030	dark	2.9755833
2031	futile	2.9756978
2032	video	3.1336815
2033	malaysian	3.1376975
2034	factory	3.0498278
2035	exists	3.0882552
2036	guide	3.1296923
2037	lunged	2.975575
2038	note	3.0635705
2039	while	3.0353515
2040	&	3.1171126
2041	environmental	3.161422
2042	every	3.1627955
2043	undersiders	3.0873408
2044	);	3.0873408
2045	swearengen	3.0873408
2046	around	3.073182
2047	unconsciously	2.975645
2048	makes	3.1697378
2049	wear	3.157228
2050	obviously	3.0155225
2051	guidelines	3.1113615
2052	bring	3.1835501
2053	colors	3.1162593
2054	prosperous	3.0751588
2055	imho	3.094799
2056	whaling	3.0526567
2057	provided	3.0744
2058	gaming	3.121175
2059	sunday	3.088366
2060	kosovo	3.0681345
2061	peter	3.0288038
2062	steve	3.0624373
2063	male	3.0606143
2064	part	3.078614
2065	takes	3.1483707
2066	scene	2.9907904
2067	dog	3.0336766
2068	chandeliered	2.976997
2069	tupelo	3.077547
2070	(-	3.0873408
2071	schmidt	3.0634031
2072	painting	3.030296
2073	putten	3.0369902
2074	just	3.0864289
2075	progress	3.0955591
2076	loan	3.0838013
2077	due	2.9756737
2078	him	3.0374372
2079	older	2.9933205
2080	visitor	3.042342
2081	913	2.997223
2082	double	3.0799694
2083	187	2.9845586
2084	stuffing	2.9852917
2085	60	3.0166059
2086	wynn	3.0696561
2087	mubarak	3.0400372
2088	symposium	3.0969045
2089	attacked	2.975575
2090	undervalued	3.0484526
2091	dances	3.0375085
2092	subject	3.0304382
2093	honest	3.1397674
2094	84	2.9865353
2095	hiroshima	2.985488
2096	livestock	3.0407207
2097	terrorism	2.9785266
2098	flash	2.9836352
2099	end	3.085701
2100	spas	3.0921354
2101	creased	2.975575
2102	pittsburgh	3.0220153
2103	],	3.0873408
2104	grew	2.975731
2105	headquarters	3.0125542
2106	tune	3.1483028
2107	wwf	3.1907163
2108	209	2.9836051
2109	hau	3.0062108
2110	depends	3.0426018
2111	struggle	2.9770045
2112	holidays	3.0531316
2113	ireland	3.0404136
2114	vision	3.0653875
2115	jurisprudence	3.0266178
2116	unequivocal	3.1027994
2117	alonso	3.0193264
2118	instance	3.0508819
2119	representing	3.0813248
2120	grassland	3.0325372
2121	yes	3.0760386
2122	simultaneously	3.0736804
2123	drafter	2.9806507
2124	libby	3.057383
2125	hand	3.048908
2126	cat	2.9850664
2127	dedicated	3.1397448
2128	shows	3.1244848
2129	somali	3.0634084
2130	conditions	2.9939566
2131	mccall	3.090262
2132	violations	3.0345883
2133	rich	3.128025
2134	nesday	2.977442
2135	me	3.0863883
2136	experience	3.1388958
2137	prisoner	2.9757085
2138	rooms	3.0113218
2139	poignantly	2.9756634
2140	censure	2.9777572
2141	bowls	3.077922
2142	past	2.978336
2143	human	3.079011
2144	oracle	3.046765
2145	original	3.1026692
2146	evaded	2.975575
2147	political	3.035342
2148	receives	3.0768387
2149	israel	3.0935986
2150	regular	3.1243315
2151	get	3.2049484
2152	chris	3.0588148
2153	iraq	3.0644007
2154	rights	3.1527948
2155	contemplated	2.975575
2156	taken	2.9787166
2157	gonna	3.1195984
2158	ice	2.9763663
2159	high	3.051133
2160	café	3.0966017
2161	panic	2.975575
2162	producer	3.0913901
2163	easy	3.1286461
2164	liable	2.9756505
2165	michael	3.069435
2166	wine	3.1399422
2167	skyrocketed	2.9768026
2168	impropriety	2.9929473
2169	cheaper	3.1083643
2170	came	2.9773464
2171	nepthys	3.0873408
2172	31	2.9767287
2173	take	3.1753767
2174	inversion	2.9985216
2175	proximity	2.9846327
2176	cabildo	3.0370107
2177	options	3.1111224
2178	dream	3.0674405
2179	collision	2.9757187
2180	nixon	3.063451
2181	archaics	3.0000563
2182	favorites	3.1452017
2183	everyone	3.154631
2184	brought	2.9820821
2185	houseboats	2.9774346
2186	crime	3.0315974
2187	emigrants	2.9756222
2188	harvest	3.065056
2189	locked	2.975624
2190	throwing	3.0720434
2191	teach	3.2016253
2192	accommodate	3.0802531
2193	blogger	3.0552366
2194	ashes	2.975575
2195	maybe	3.0060234
2196	provide	3.184988
2197	converted	3.00769
2198	hunchback	2.976353
2199	tour	3.1752155
2200	canoeing	3.1112185
2201	gets	3.1059754
2202	killing	2.977606
2203	tai	3.0451002
2204	consumer	3.1390524
2205	applied	3.005972
2206	thai	3.1012526
2207	fascinating	3.1098506
2208	independent	3.1174064
2209	flowering	3.0700235
2210	separated	2.975672
2211	jack	3.0632663
2212	role	3.0683742
2213	boyhood	2.9862177
2214	legs	2.9756918
2215	readiness	3.0533695
2216	volunteer	3.1378312
2217	worked	2.990499
2218	pain	2.975575
2219	solution	3.1252637
2220	concluded	3.036058
2221	charges	2.9851913
2222	disputes	3.0450578
2223	east	2.97686
2224	comfortable	3.1294599
2225	shifts	2.9792438
2226	sum	3.1015098
2227	dealing	2.9762366
2228	shops	3.0897975
2229	experts	3.1556988
2230	descends	2.9757504
2231	suggested	2.9936888
2232	­	3.0612307
2233	moya	2.987044
2234	isay	3.1182554
2235	mile	3.0278685
2236	terrifying	2.975575
2237	recognized	3.0270073
2238	amc	3.1011443
2239	jumpsuit	3.0053453
2240	prosperity	3.0499914
2241	absentee	2.9756994
2242	wolves	3.0296764
2243	thrift	3.1306622
2244	hosted	3.0735672
2245	sir	3.124259
2246	tuesday	3.0436702
2247	alcohol	3.0033507
2248	automatic	3.0697622
2249	everywhere	3.071549
2250	road	3.060316
2251	needless	3.0725389
2252	cried	2.975575
2253	nwf	3.0873408
2254	busy	3.005041
2255	willing	3.0200632
2256	stock	3.0684354
2257	group	3.1115282
2258	framework	3.1014926
2259	ieoc	3.0873408
2260	koskovich	3.0873408
2261	intelligence	3.0885172
2262	grocery	3.1069667
2263	archetypical	3.0822365
2264	south	2.981155
2265	moments	2.9839346
2266	factors	3.0320597
2267	1783	2.9759223
2268	bloody	2.9824264
2269	blaze	2.9838479
2270	dozen	3.0099583
2271	curio	3.0762544
2272	activation	3.0665913
2273	from	3.0219014
2274	obtain	3.168159
2275	logs	3.0216513
2276	illegal	3.0327811
2277	chair	2.9826355
2278	hor	3.004988
2279	sun	2.9795427
2280	keys	3.0712662
2281	swearing	3.0730674
2282	processing	3.0665295
2283	guidance	3.0349045
2284	economic	3.06579
2285	rule	3.1095603
2286	star	3.0537407
2287	moresuccesful	3.0873408
2288	agriculture	3.0555997
2289	fur	2.976736
2290	fantastic	3.22206
2291	spurring	3.0444975
2292	bernanke	3.122199
2293	ur	3.1785297
2294	cleared	2.9761143
2295	kid	3.135165
2296	language	3.078478
2297	joking	3.0572946
2298	constructed	3.0618
2299	humidity	2.9761922
2300	fog	2.975575
2301	odd	2.9768717
2302	achieve	3.1956499
2303	rings	3.0449681
2304	boy	2.9919355
2305	deceptive	2.9807029
2306	voices	3.0130212
2307	colorado	3.035179
2308	care	3.0939825
2309	”	3.131917
2310	choices	3.1234033
2311	1513	2.9895718
2312	intervallic	3.1699483
2313	performed	3.03621
2314	gailhaguet	3.0873408
2315	wheel	2.9783301
2316	com	3.1052294
2317	siren	3.0007186
2318	kill	3.0862176
2319	defilements	2.9971735
2320	petition	3.0729349
2321	theme	3.1306877
2322	carpets	3.0098217
2323	timeframe	3.0507615
2324	malaquez	3.0873408
2325	ruled	2.9757748
2326	existing	3.1205633
2327	turn	3.0744598
2328	knox	3.0549164
2329	adults	3.1139207
2330	department	3.0969174
2331	continually	3.081743
2332	sake	3.0886748
2333	beauty	3.1255958
2334	casual	3.137118
2335	t	3.0653725
2336	detour	2.991952
2337	health	3.0726333
2338	lucky	3.0388656
2339	humans	3.093018
2340	again	3.0473359
2341	retire	3.0679395
2342	silverplate	3.0345395
2343	implicated	2.975584
2344	begun	2.9794686
2345	shortly	3.0175548
2346	stranger	2.9792743
2347	separate	3.0707119
2348	[	3.0306997
2349	barriers	3.0132537
2350	misrepresentation	2.9894357
2351	although	2.9882562
2352	effort	3.120718
2353	colonialism	2.9889975
2354	22	2.9784577
2355	communism	2.9772055
2356	accidental	2.976152
2357	producers	3.1084347
2358	shares	3.0768235
2359	continued	2.979024
2360	miles	3.0014021
2361	drained	2.975575
2362	utter	3.0417545
2363	city	3.0426316
2364	seem	2.9855733
2365	filed	2.9785898
2366	section	3.0439413
2367	justification	3.0634484
2368	outcomes	3.0934167
2369	law	3.0802848
2370	judges	3.1159425
2371	retain	3.1363828
2372	derelicts	3.0880022
2373	insurgents	2.975926
2374	paul	3.0662825
2375	cents	3.1068263
2376	victim	2.975575
2377	delightful	3.1515641
2378	buddhist	3.047773
2379	growing	3.0686376
2380	highlight	3.1232834
2381	yourself	3.2433496
2382	believed	2.9762723
2383	ad	3.1234646
